transaction_id,vin,fuel_liters,odometer_reading,timestamp
TXN_2478,LYEBYBNR,46.98,34885,2026-01-02 07:59:00
TXN_3094,Q4WRTUIF,64.9,16244,2026-01-28 02:45:00
TXN_447,GZA7A28N,31.48,18072,2026-01-31 02:48:00
TXN_44,5CNNAUQ9,19.94,39176,2026-01-06 14:29:00
TXN_3789,359A7VQ1,39.77,17053,2026-03-31 01:50:00
TXN_755,PSR0PC01,21.56,32128,2026-04-14 12:32:00
TXN_2573,HB2N6G31,57.24,37718,2026-02-23 16:42:00
TXN_2002,V5K1AKOO,54.16,11957,2026-03-20 04:09:00
TXN_1722,2M9R5300,85.01,17777,2026-04-07 22:54:00
TXN_1003,MRLFNUE9,29.91,33569,2026-03-16 19:02:00
TXN_1759,UW5FXUAY,48.69,22887,2026-04-28 16:51:00
TXN_29,D0KQPZ4Z,16.0,33845,2026-02-12 16:20:00
TXN_2053,RWW7BAG9,36.71,45908,2026-03-30 17:01:00
TXN_2434,D1IUGD9W,66.7,46468,2026-04-17 09:48:00
TXN_2117,K8V1HIGY,18.09,14631,2026-03-21 13:53:00
TXN_1445,C8U3C5EV,28.63,18105,2026-01-31 10:44:00
TXN_276,A1YW4IUP,33.32,11175,2026-03-26 07:26:00
TXN_3494,XD6TIC4N,56.0,30948,2026-03-18 06:49:00
TXN_3275,96L0A3HF,48.82,41988,2026-01-05 07:23:00
TXN_2875,C8PJPVZG,43.6,12621,2026-03-08 14:48:00
TXN_3348,GK3EI023,66.82,30805,2026-04-01 08:16:00
TXN_456,EF7WXI5C,35.38,44641,2026-04-30 07:37:00
TXN_3346,5Y2DMUNE,57.32,49996,2026-02-15 05:28:00
TXN_4829,K7NVE9WW,72.78,23655,2026-03-03 13:28:00
TXN_3496,93I96JI0,73.56,37744,2026-02-12 14:37:00
TXN_1965,IKFUH6TW,49.61,37260,2026-04-05 12:03:00
TXN_3025,4JORJG79,64.71,26820,2026-04-10 00:45:00
TXN_4599,80PI9V9I,71.65,29768,2026-01-07 12:23:00
TXN_745,EYTN5V4E,43.4,42516,2026-03-03 15:40:00
TXN_3257,46E1T2RJ,47.16,38778,2026-01-05 07:04:00
TXN_1336,RO5A0F7A,76.49,42939,2026-04-28 18:25:00
TXN_2476,5B98TPPJ,36.13,39179,2026-02-02 16:33:00
TXN_2916,9LWKGNFU,21.33,19857,2026-02-23 19:43:00
TXN_2611,YJLDXKW5,42.61,41729,2026-03-04 18:10:00
TXN_483,QX301U8P,81.91,16672,2026-01-07 09:15:00
TXN_1677,1WWG2HCM,24.97,38265,2026-02-24 04:29:00
TXN_1303,6V12O7NR,72.76,41551,2026-04-05 13:14:00
TXN_813,1N2G1DVN,112.25,37959,2026-02-14 01:57:00
TXN_2921,H7U6SHTX,42.25,47187,2026-03-14 22:21:00
TXN_1798,50Y9B6EI,81.17,13236,2026-04-03 12:58:00
TXN_4946,D2PV4ADD,37.52,48210,2026-04-12 18:59:00
TXN_1085,795VLLQV,40.32,16719,2026-02-28 07:58:00
TXN_4391,OG7B5IIS,59.33,25129,2026-04-07 11:07:00
TXN_543,GJD9J6FN,64.33,15382,2026-02-03 05:10:00
TXN_2897,ZO086QJR,65.08,47920,2026-04-14 00:25:00
TXN_1370,BZWC6LV9,30.83,34436,2026-03-12 16:53:00
TXN_4958,RKJG5CA4,23.06,41866,2026-04-08 08:52:00
TXN_1841,06FT55NM,26.43,35856,2026-03-26 00:34:00
TXN_333,ERW08Z1V,61.37,44764,2026-04-16 01:13:00
TXN_1865,UJM0EX1V,30.13,40899,2026-01-20 17:37:00
TXN_238,YSDEVHVP,22.5,40364,2026-03-24 09:27:00
TXN_686,5RDIZC0M,89.79,25065,2026-01-13 16:03:00
TXN_505,JEE0NBQN,37.12,24041,2026-03-14 19:20:00
TXN_3678,HT2AAJG6,48.78,36936,2026-03-19 08:16:00
TXN_4895,IGXH5JJQ,33.71,26625,2026-02-11 09:32:00
TXN_4492,4536PRM0,102.69,12252,2026-04-09 06:45:00
TXN_3980,EVVP43GN,61.53,17358,2026-02-28 05:23:00
TXN_2345,Z14ZCPNU,63.38,33313,2026-02-16 06:44:00
TXN_1020,6RT0E54E,30.64,21986,2026-04-21 03:27:00
TXN_1254,A9F1NJ3N,40.31,23107,2026-01-06 00:09:00
TXN_2213,3OX2YX5G,48.99,23417,2026-02-15 07:07:00
TXN_1918,6BFFUO2I,77.75,29966,2026-02-20 03:15:00
TXN_2042,TZNNB0ZM,93.06,28201,2026-01-30 18:50:00
TXN_2500,K64CYO29,31.63,35811,2026-04-17 04:17:00
TXN_2135,O0HX7DQN,99.88,38808,2026-03-18 03:08:00
TXN_3884,O7DZPOLI,32.47,38612,2026-02-18 22:05:00
TXN_2610,7UW5OKQP,73.08,23259,2026-02-26 14:57:00
TXN_4395,JSJQEM5T,72.98,41466,2026-01-10 18:03:00
TXN_3791,GPKNV7WT,43.07,24730,2026-01-12 04:40:00
TXN_4194,B18M3MEX,23.35,28970,2026-01-27 07:35:00
TXN_930,8LOH646U,51.56,45344,2026-04-06 04:56:00
TXN_701,RUX0LEJQ,18.49,41810,2026-04-24 03:05:00
TXN_595,6608YEMJ,15.18,46290,2026-03-16 04:26:00
TXN_545,CZV7W6JY,46.61,40729,2026-01-23 07:01:00
TXN_336,A99G5X2T,40.26,36696,2026-02-13 13:52:00
TXN_268,492K9PXR,35.43,31621,2026-02-07 06:34:00
TXN_1355,GBYDP5HW,48.21,10390,2026-03-06 15:33:00
TXN_3640,8NXXKECU,72.09,47660,2026-03-11 08:13:00
TXN_1884,S7UOH2OC,52.22,18563,2026-01-13 03:33:00
TXN_1024,U1UYUVTZ,45.18,30825,2026-03-28 18:47:00
TXN_2433,YDZOSXHE,79.27,19316,2026-02-24 23:36:00
TXN_2320,ITLL6U64,47.06,31983,2026-01-08 03:40:00
TXN_1459,8XYP6HWY,46.57,46073,2026-01-13 19:35:00
TXN_4647,9E5YSU9X,87.31,47944,2026-04-18 19:17:00
TXN_1599,1KSS4IH0,68.32,16369,2026-01-28 16:30:00
TXN_2467,1ZQCW8H4,62.63,23962,2026-04-24 14:29:00
TXN_3213,6VC7SR5U,39.08,19765,2026-03-10 01:13:00
TXN_996,9XT7HOSD,68.88,24188,2026-01-01 10:44:00
TXN_4165,C8PJPVZG,100.01,13119,2026-01-11 23:23:00
TXN_4070,TPE0EW3K,54.9,31283,2026-02-26 00:14:00
TXN_4547,KWR9FCBY,28.26,31217,2026-04-08 18:16:00
TXN_2076,VVGE0D9T,34.42,43914,2026-04-14 19:34:00
TXN_4295,N91WFC0M,35.82,24244,2026-03-27 16:03:00
TXN_1340,M252AN2K,25.37,38755,2026-02-03 15:04:00
TXN_2870,BVLXIPCA,64.17,14292,2026-04-13 13:00:00
TXN_3626,JVO8XCKC,76.28,42821,2026-03-07 18:34:00
TXN_959,NCORD3DN,62.01,20950,2026-04-02 18:11:00
TXN_4567,BE1P3CGZ,102.24,31132,2026-01-11 17:11:00
TXN_3589,LR0AMLJ2,56.83,34252,2026-04-15 20:37:00
TXN_4955,XPWCZ37G,44.28,21654,2026-03-14 12:03:00
TXN_3863,0HC3Y8HQ,14.73,20084,2026-03-11 15:10:00
TXN_3282,RNYDHB9G,55.64,28686,2026-03-06 09:20:00
TXN_1302,1RT2QFHX,77.81,37067,2026-02-03 10:15:00
TXN_3320,L8OJH0DL,33.5,45796,2026-04-16 02:20:00
TXN_3417,JREHYTVU,35.4,49633,2026-01-22 16:41:00
TXN_3769,4QFP5PI8,70.67,18793,2026-01-23 23:29:00
TXN_4528,80WTUCRC,17.99,32806,2026-01-21 14:19:00
TXN_2849,NIETJLW0,15.98,32107,2026-02-14 18:51:00
TXN_651,4S60TYSU,87.22,25780,2026-03-07 07:46:00
TXN_3719,6A2NERUQ,49.56,24984,2026-04-19 18:08:00
TXN_2016,N0LM8S84,60.99,14586,2026-02-19 16:12:00
TXN_1320,5UBS61BJ,28.42,23828,2026-02-05 15:38:00
TXN_55,EEXLAHET,58.14,13803,2026-04-05 10:37:00
TXN_3388,FXOJRUNI,58.91,43822,2026-01-08 08:27:00
TXN_1492,7MMPWBUY,71.39,15924,2026-03-20 10:56:00
TXN_2690,WWZUT61K,32.2,14739,2026-01-26 14:21:00
TXN_457,SSCSDEQ6,42.3,20363,2026-03-08 10:27:00
TXN_429,D4NJXNKR,75.88,44856,2026-02-15 07:26:00
TXN_3823,7L6H5ZIB,25.71,20232,2026-01-18 17:51:00
TXN_4501,UKZWR6FN,85.58,15419,2026-04-20 08:08:00
TXN_3932,2CLWXF6K,43.09,35178,2026-01-11 23:53:00
TXN_494,F7XLBGDW,78.09,35549,2026-03-10 18:01:00
TXN_3495,09KHZ9N7,34.02,28714,2026-03-11 13:31:00
TXN_934,8X8S4V01,58.21,28223,2026-01-16 19:58:00
TXN_2307,QXN7ZVAL,50.04,46911,2026-03-03 16:50:00
TXN_3376,045XZCFI,46.41,14347,2026-03-18 06:08:00
TXN_2976,SLB2TXTS,101.76,25788,2026-03-20 21:49:00
TXN_724,L91O1NTO,70.68,44176,2026-02-11 00:49:00
TXN_2219,LVXVJFAO,67.6,17455,2026-01-19 08:13:00
TXN_4002,XSV6S48Q,64.53,25303,2026-04-27 01:54:00
TXN_3846,1ODGRAYR,62.52,21530,2026-03-24 22:59:00
TXN_3358,F7W7AQNR,52.91,35459,2026-03-04 11:01:00
TXN_2624,25UN1WD0,104.07,49726,2026-03-19 23:59:00
TXN_4893,4GNEQGX9,59.46,26148,2026-03-31 20:14:00
TXN_2759,3MUM13Z3,17.29,40727,2026-02-12 23:39:00
TXN_4930,VAKHO308,18.27,35098,2026-04-12 12:54:00
TXN_2648,SWUUBIHN,50.3,38963,2026-02-14 23:43:00
TXN_1194,0R6JA4NZ,61.49,22017,2026-02-07 05:42:00
TXN_3129,H5CJCA8O,64.94,35378,2026-03-19 15:41:00
TXN_818,SFN5LHCC,92.16,47222,2026-01-12 09:33:00
TXN_1940,WB7SQ402,42.34,26056,2026-01-13 15:12:00
TXN_1687,ZC049S9Q,48.63,15656,2026-01-21 05:52:00
TXN_1333,UPHCVOQB,98.18,37890,2026-03-21 05:10:00
TXN_4102,F2QUBYED,64.93,20078,2026-04-23 06:49:00
TXN_4710,XP7D7GMK,97.02,17741,2026-03-02 05:16:00
TXN_751,EPGVVFYV,,39774,2026-01-15 11:55:00
TXN_2871,F7STMEH6,32.24,47965,2026-01-20 04:10:00
TXN_2526,YSG8FFSZ,22.29,47062,2026-01-25 03:41:00
TXN_2357,ZEC7ROVH,47.38,19096,2026-04-21 20:42:00
TXN_1592,OPW0OZZY,37.61,44342,2026-01-27 13:06:00
TXN_4450,IWQSQL6G,41.36,19669,2026-02-22 02:21:00
TXN_2851,SWZHY95E,68.47,36702,2026-04-03 23:37:00
TXN_2239,QOD99KZ5,105.83,33216,2026-02-18 10:57:00
TXN_3121,RTMDKCM1,21.14,20069,2026-01-18 22:10:00
TXN_4833,AK7SB52I,49.1,30542,2026-01-05 13:38:00
TXN_2990,1PRD93SK,73.68,34181,2026-04-18 04:16:00
TXN_2405,VPO04X3C,56.29,14873,2026-01-12 15:53:00
TXN_344,JYL0FY88,52.91,22447,2026-04-30 11:22:00
TXN_3982,YDQJB9DU,29.66,21279,2026-02-13 05:52:00
TXN_3220,GC4FOH1K,69.27,49251,2026-04-30 04:47:00
TXN_BAD_9350,INVALID_VIN,50,20000,2026-04-10 10:00:00
TXN_4158,74C5RTYY,43.34,26373,2026-03-29 13:00:00
TXN_2379,37DCCM6E,33.58,40541,2026-04-25 20:32:00
TXN_1689,E0FVRQBI,104.5,27508,2026-04-24 05:41:00
TXN_878,SDWAT39C,42.97,40477,2026-01-06 06:13:00
TXN_4481,TRLWE992,94.51,43749,2026-04-25 14:00:00
TXN_339,U4TGCJPQ,21.5,26232,2026-01-16 21:17:00
TXN_3647,5022DAD4,97.02,13345,2026-02-27 17:45:00
TXN_1840,AHLIYU7A,68.24,23287,2026-03-22 01:36:00
TXN_18,3USTRFTQ,74.46,21186,2026-04-01 11:12:00
TXN_1761,5RFPJPL8,47.35,42380,2026-02-25 13:03:00
TXN_2731,D9LVZ2CH,88.2,50099,2026-03-27 06:25:00
TXN_682,C7HD758X,97.68,36863,2026-03-28 04:59:00
TXN_3043,LB05V74T,32.64,45486,2026-01-18 16:01:00
TXN_4514,IAR897SV,80.48,45624,2026-02-15 04:26:00
TXN_2791,MBD4JWWG,98.33,30291,2026-03-21 15:24:00
TXN_2144,BEKQAWME,65.09,23373,2026-02-12 14:01:00
TXN_2071,7WYQMPH6,74.95,41217,2026-03-15 04:59:00
TXN_1076,WD932FEU,30.82,13936,2026-04-20 11:09:00
TXN_2462,T1TLCYVR,82.52,32443,2026-02-22 12:31:00
TXN_1484,IX4TI00P,34.16,35407,2026-03-20 09:11:00
TXN_4597,1NGQSZB5,64.71,47471,2026-04-19 00:29:00
TXN_2200,J5CWIFT0,87.14,19991,2026-02-04 21:40:00
TXN_2890,QK321QXR,55.95,48354,2026-03-23 18:21:00
TXN_3643,KJF4KWMK,50.15,47125,2026-01-25 00:30:00
TXN_1476,PV783KKX,74.28,39241,2026-03-13 17:38:00
TXN_2376,W7IER7FL,78.32,45000,2026-02-19 14:38:00
TXN_1511,8V0CNUA3,30.44,42483,2026-01-16 03:54:00
TXN_1446,VML77XME,76.97,27549,2026-02-24 03:37:00
TXN_3373,0GSJ5XO8,53.01,38866,2026-04-13 23:05:00
TXN_2841,POQDE8S3,80.79,41140,2026-02-22 23:51:00
TXN_776,ISZ93QUB,109.05,12027,2026-04-08 20:20:00
TXN_1976,D2M01G2E,49.1,25222,2026-01-19 13:21:00
TXN_4736,FERWQM78,47.92,36933,2026-02-07 14:18:00
TXN_3561,M2SISOLD,54.64,20212,2026-04-07 18:21:00
TXN_3117,418KJ8H8,27.43,31867,2026-01-01 20:51:00
TXN_1330,PK3R30X4,59.31,15377,2026-04-14 21:37:00
TXN_2834,YMEGXMPI,64.82,31888,2026-01-23 02:32:00
TXN_2532,5U1C2MLT,91.94,22293,2026-03-26 06:16:00
TXN_4772,4VLSW5LU,31.7,11498,2026-02-14 07:16:00
TXN_4928,2V1JIDOT,59.27,41304,2026-02-05 07:13:00
TXN_4261,NHH2CDXO,59.53,24612,2026-01-09 16:37:00
TXN_582,U71TP0Q6,79.56,11141,2026-02-25 21:29:00
TXN_1927,8RHQ8EMZ,13.33,14033,2026-02-05 22:21:00
TXN_4672,X1PJ6ZX3,36.33,38835,2026-04-24 20:54:00
TXN_4506,UTILE907,34.09,20535,2026-04-08 18:30:00
TXN_4969,0U8NVDJV,88.92,38384,2026-01-13 17:18:00
TXN_4271,SNS7M0GT,34.11,45551,2026-03-12 06:46:00
TXN_3276,6KFP3BB0,39.07,17380,2026-04-21 18:41:00
TXN_365,H54KIYUO,111.11,31307,2026-01-06 08:49:00
TXN_4488,7RRDAHH4,92.81,20777,2026-03-05 14:36:00
TXN_4328,R88RD4SV,44.02,42821,2026-01-09 08:23:00
TXN_4516,7XBXPIKL,71.75,34674,2026-03-29 01:44:00
TXN_1758,5FLZJXZM,92.64,47397,2026-01-03 21:39:00
TXN_3551,TD0WVOBV,67.44,31752,2026-04-27 10:20:00
TXN_3459,Y7ZXSNAH,90.46,30448,2026-02-07 04:12:00
TXN_2913,BX0K8YRI,19.97,38009,2026-04-08 16:39:00
TXN_4925,QEWC1OU0,54.76,35293,2026-04-29 15:55:00
TXN_2574,TR2OESPV,56.21,45965,2026-03-03 11:19:00
TXN_3256,M1ZU8E93,41.89,22228,2026-04-16 01:57:00
TXN_809,YF3RYXUT,44.16,12181,2026-02-20 21:46:00
TXN_3308,BOOYU4BN,27.36,35760,2026-01-06 02:45:00
TXN_754,CH6VGI0C,69.87,26145,2026-04-30 18:19:00
TXN_480,7AGI837K,127.06,47536,2026-03-10 08:57:00
TXN_896,IK6ZRAXN,56.83,19720,2026-02-28 07:37:00
TXN_1601,6EKTE4Z5,22.2,13938,2026-04-11 12:11:00
TXN_2157,XADMPDGO,39.29,32011,2026-01-30 17:59:00
TXN_2804,2O8D2S8T,37.99,42852,2026-04-23 09:10:00
TXN_2564,XDYEEPG1,63.79,31420,2026-02-20 14:01:00
TXN_3312,0PJ7MXUZ,72.26,27175,2026-01-30 05:15:00
TXN_4401,0HCLGCPL,60.06,36749,2026-01-01 17:18:00
TXN_1778,U4Z83MXQ,87.28,17296,2026-01-26 14:32:00
TXN_4317,0LM7M347,110.11,45018,2026-02-16 13:18:00
TXN_2463,T5PQYZQ9,30.87,16981,2026-01-18 05:29:00
TXN_1531,Q00TOBCB,36.48,23895,2026-03-12 21:10:00
TXN_769,OTVZRUX6,25.23,39181,2026-01-17 13:58:00
TXN_4552,RQDL6UU2,35.19,26098,2026-03-10 00:48:00
TXN_3335,C32KY839,23.09,31002,2026-02-13 02:55:00
TXN_4821,U9YZTDJN,55.38,49986,2026-05-01 11:04:00
TXN_3917,0EYTXGLM,52.09,33059,2026-03-02 14:12:00
TXN_536,9X7VX9ZS,17.37,12541,2026-04-12 18:31:00
TXN_1668,A3J7H0RL,15.86,39898,2026-01-12 21:04:00
TXN_4664,KF1CCUFJ,88.39,21219,2026-01-03 23:08:00
TXN_4384,OW0WX0J9,63.56,13149,2026-02-13 01:46:00
TXN_884,4B5OVVJH,47.7,28727,2026-03-30 14:12:00
TXN_2661,K0K42AR8,66.14,40894,2026-03-09 05:06:00
TXN_3333,0KLPQ6ND,35.69,37151,2026-03-16 06:20:00
TXN_4841,XEJX5BTW,58.05,30085,2026-04-09 12:23:00
TXN_1958,W7M82184,74.25,25681,2026-02-22 18:53:00
TXN_1889,5525XAY3,79.58,41168,2026-01-02 03:52:00
TXN_3821,UQGWL0K6,18.19,46266,2026-05-01 18:25:00
TXN_1554,WJYQUH64,58.15,20563,2026-01-11 09:18:00
TXN_3727,XO428F11,29.05,20617,2026-02-15 17:17:00
TXN_3702,7NZA8V3N,69.87,34926,2026-03-14 22:15:00
TXN_696,PP1TNE8T,65.06,24966,2026-01-03 15:32:00
TXN_3675,6I5L6YHG,95.06,12876,2026-01-07 20:46:00
TXN_3938,188W61NW,38.2,29701,2026-01-12 00:15:00
TXN_4676,83IT2ZSX,28.9,43760,2026-01-28 07:09:00
TXN_3490,SAE565MN,40.1,18008,2026-01-10 06:13:00
TXN_2708,TUQ3PXC5,63.79,20328,2026-03-12 05:50:00
TXN_4690,BJPRO4YF,73.47,22293,2026-02-25 21:11:00
TXN_1339,VARBBABC,57.83,21883,2026-03-26 02:41:00
TXN_3956,L7FNED7U,68.57,29865,2026-03-24 05:38:00
TXN_2578,DWZ0RDGW,31.62,13228,2026-01-29 17:12:00
TXN_4938,RMW7IIQU,32.31,25168,2026-03-15 23:25:00
TXN_1891,0CI5AQ01,27.99,34215,2026-02-19 11:59:00
TXN_720,1UB3MXNK,64.91,24555,2026-03-24 00:16:00
TXN_5,EY6CMF4W,72.95,14230,2026-02-02 13:22:00
TXN_4816,MST8QRIJ,95.61,36281,2026-03-17 07:52:00
TXN_3118,ZL2FOUFH,62.34,42694,2026-01-24 04:16:00
TXN_2985,11787YFU,55.25,34436,2026-03-01 18:11:00
TXN_4635,S7DI6BPP,20.05,40574,2026-01-18 06:19:00
TXN_2639,0CO1MZMB,37.55,36706,2026-03-26 15:01:00
TXN_4861,0UD9A1VC,48.7,36783,2026-02-03 21:46:00
TXN_1204,T282H4UO,87.21,39646,2026-02-13 10:34:00
TXN_1088,J2TMBLPP,53.36,19968,2026-03-21 04:20:00
TXN_703,HFY869P5,29.57,47247,2026-04-11 17:33:00
TXN_4741,URTW51IL,19.51,31069,2026-04-30 12:38:00
TXN_1637,LWJZTKXS,28.1,41793,2026-02-03 07:20:00
TXN_1493,50Y9B6EI,56.22,12786,2026-02-14 17:34:00
TXN_3266,7T96YZC0,43.23,35476,2026-04-22 19:38:00
TXN_445,5KP9QFZ6,41.56,30567,2026-01-26 10:45:00
TXN_3735,QFUZ0ZLU,86.49,37001,2026-01-27 18:43:00
TXN_963,BFHBNLAJ,46.79,28092,2026-04-12 18:12:00
TXN_4807,OY2L5TUZ,31.14,31038,2026-02-05 14:21:00
TXN_2264,CWHYLSHC,67.8,34893,2026-02-18 13:30:00
TXN_498,2H6D8387,82.45,48390,2026-01-16 02:22:00
TXN_943,6DD6NDXB,39.11,45925,2026-02-10 04:45:00
TXN_1237,32JWQPXL,44.03,40839,2026-04-26 13:08:00
TXN_4339,X9XBNA3D,59.87,31982,2026-02-07 15:42:00
TXN_772,812Q3PAN,27.27,46702,2026-01-20 06:36:00
TXN_4293,5FTOF0MK,73.8,47729,2026-01-06 08:29:00
TXN_560,UUP4GB0G,58.94,25527,2026-01-27 13:19:00
TXN_2350,WHIHWDHK,50.38,34197,2026-04-14 09:12:00
TXN_1067,6TWXRY7I,84.21,35306,2026-04-14 06:09:00
TXN_1558,VXNHM40E,43.65,31760,2026-02-11 02:45:00
TXN_280,Z6CYERTO,43.54,29618,2026-02-18 22:07:00
TXN_4310,HFF9OMF5,19.96,27722,2026-03-02 10:23:00
TXN_2311,33R4RV9M,54.06,45416,2026-01-10 23:22:00
TXN_2324,H75ZGZFL,88.73,29769,2026-04-03 03:51:00
TXN_4997,DQUZYIMU,72.23,38546,2026-01-20 20:23:00
TXN_1222,HRXY3NA1,51.74,47142,2026-03-07 20:08:00
TXN_1583,9KWMDGVU,93.6,50283,2026-04-21 21:53:00
TXN_4945,43TXMDLE,41.88,34268,2026-02-18 14:32:00
TXN_993,Y41ASADB,16.63,49987,2026-02-27 16:29:00
TXN_412,5HF2380F,71.67,29107,2026-02-09 06:43:00
TXN_2479,OESZYLPU,76.18,24037,2026-04-11 12:26:00
TXN_2664,CVPU1KJZ,29.97,45978,2026-03-09 12:28:00
TXN_3162,CO2APMWI,43.63,40390,2026-01-13 10:57:00
TXN_4812,3NH27UDN,54.04,25862,2026-02-07 01:59:00
TXN_3349,9PN419TY,90.06,13200,2026-03-06 14:25:00
TXN_3658,2YKX3AM1,55.53,48526,2026-01-16 20:13:00
TXN_4971,9HVCEC4H,28.71,49587,2026-02-24 00:46:00
TXN_3466,PZMF4GGE,97.37,37487,2026-04-07 00:09:00
TXN_392,IRGECI4I,97.37,47019,2026-03-19 11:18:00
TXN_2995,YW3S1TMI,56.85,20398,2026-01-16 23:09:00
TXN_2919,MEEF3EB0,16.72,31108,2026-03-22 00:35:00
TXN_4286,9Q6VIBXK,69.45,31968,2026-04-25 12:33:00
TXN_113,DQZPEN1S,74.51,45019,2026-03-06 08:23:00
TXN_588,0Q4FB69N,32.21,44143,2026-03-14 22:38:00
TXN_3095,QD5LB8OP,51.97,30632,2026-03-27 12:32:00
TXN_4208,L3HTLLGI,58.95,42155,2026-04-06 23:48:00
TXN_2773,NHGPN5XL,64.63,34996,2026-03-06 03:35:00
TXN_4217,HPJD234J,26.91,33194,2026-03-21 02:50:00
TXN_2190,C5D5JX4G,73.09,27083,2026-04-24 10:03:00
TXN_1612,S6JCMTTX,33.34,19929,2026-01-15 00:24:00
TXN_3677,7XQY4V89,41.83,22024,2026-02-09 00:51:00
TXN_3427,VPQUFWGH,68.72,45198,2026-03-03 12:56:00
TXN_4029,4NTJ9OM9,80.45,20689,2026-02-26 23:29:00
TXN_3318,7UJCDVY2,23.32,26368,2026-03-05 18:47:00
TXN_2537,ICLH3TWH,71.6,36887,2026-01-03 21:11:00
TXN_1435,YT2H7Y6C,50.93,36885,2026-01-18 05:46:00
TXN_1186,ABEMMJT9,78.98,21810,2026-03-16 14:04:00
TXN_1045,WVDQHN2V,44.68,41282,2026-03-16 00:40:00
TXN_1447,CYKSQZ07,49.24,12608,2026-01-24 16:02:00
TXN_2025,A7QAVW7X,37.62,39683,2026-02-01 23:22:00
TXN_3508,O7I3GAH1,46.14,13286,2026-04-25 06:11:00
TXN_3650,TKUOTMJI,26.97,19902,2026-03-08 12:59:00
TXN_4932,5V8DS12Y,38.09,22957,2026-02-21 02:30:00
TXN_4687,FZK1VXY2,36.98,16294,2026-04-01 04:14:00
TXN_4352,29IUX9KB,55.83,43949,2026-03-24 03:33:00
TXN_2384,JHI9OZB7,52.21,40184,2026-02-23 16:26:00
TXN_753,860PJSSP,61.22,31912,2026-01-23 10:55:00
TXN_2163,7CBY7WYX,41.59,35969,2026-01-06 01:36:00
TXN_4153,H8BOJ1T5,32.2,14737,2026-02-24 21:37:00
TXN_3599,Z2J3EKKE,43.72,21887,2026-02-07 08:57:00
TXN_237,FXVC76Z9,52.66,43783,2026-02-02 16:54:00
TXN_437,N03CN50W,127.32,32451,2026-03-18 23:22:00
TXN_4993,BEVW7BK5,24.26,18649,2026-03-05 18:00:00
TXN_3167,PZXW0Z9D,41.93,13011,2026-02-11 08:03:00
TXN_240,082FCVYX,38.08,14834,2026-03-06 11:53:00
TXN_2223,BY9A0RS3,35.91,12914,2026-03-10 05:51:00
TXN_3825,0F00Z2FB,107.38,17763,2026-04-24 15:30:00
TXN_2196,5E1DTSO0,76.81,37367,2026-02-23 22:48:00
TXN_2647,AVDT15WU,94.05,28507,2026-04-08 22:20:00
TXN_4531,FVYT0NJ7,37.48,15340,2026-04-25 15:05:00
TXN_1012,1ZHANE0A,37.7,34614,2026-01-24 08:01:00
