transaction_id,vin,fuel_liters,odometer_reading,timestamp
TXN_438,QB2SB2FU,125.75,47275,2026-04-11 02:16:00
TXN_1177,L6R5ML7T,147.58,29734,2026-01-14 17:26:00
TXN_405,0UQOHYZ5,27.35,28116,2026-02-14 13:37:00
TXN_1445,KBRTV5NQ,142.66,16644,2026-04-23 15:27:00
TXN_2118,T3J1WINZ,66.82,24347,2026-01-15 23:31:00
TXN_4018,TZLJTV85,62.27,16796,2026-04-29 20:52:00
TXN_1762,JJRM496U,108.44,41392,2026-02-06 05:29:00
TXN_4402,6R8S4QO2,136.0,33851,2026-04-05 13:00:00
TXN_553,4XKE7A97,136.33,40023,2026-01-05 06:45:00
TXN_2230,8TBFOTZI,129.44,35332,2026-01-16 23:01:00
TXN_1161,X4OOMHIQ,129.75,17395,2026-02-06 17:38:00
TXN_4201,2FP46WM6,130.94,45501,2026-01-25 10:21:00
TXN_2719,8Z2SSPQL,65.78,37068,2026-03-13 16:07:00
TXN_3460,DZLRM23X,39.79,50003,2026-01-08 18:39:00
TXN_2129,AEPRGS8T,143.83,29417,2026-03-10 15:26:00
TXN_3390,IUSGNPX1,96.33,49612,2026-03-10 17:52:00
TXN_4385,98ZZWJJ2,128.97,30593,2026-02-03 09:04:00
TXN_312,DURHR1RX,105.41,42406,2026-03-28 00:45:00
TXN_4779,6DJ4V8PT,64.86,33775,2026-01-18 10:39:00
TXN_3163,G7APMJ6D,69.88,30122,2026-04-03 12:40:00
TXN_1035,GM6F63QY,50.83,23486,2026-03-02 16:15:00
TXN_3286,L832I7TZ,71.5,23060,2026-02-14 13:53:00
TXN_4067,CO9G0E4N,26.93,24684,2026-02-07 02:27:00
TXN_4364,ESMNA69V,76.47,32080,2026-01-07 21:41:00
TXN_1682,2LWUYU5K,97.59,21998,2026-01-06 18:35:00
TXN_4477,X8NVZEPG,101.27,30309,2026-02-20 09:47:00
TXN_2915,YTZ79IMG,114.36,20651,2026-03-15 19:46:00
TXN_106,4ZWQ2QQA,96.27,34334,2026-02-01 02:03:00
TXN_4021,HVJKUOV9,84.52,22744,2026-01-30 09:14:00
TXN_4437,9GC2M0GD,36.55,20653,2026-04-14 03:39:00
TXN_2373,7BCGGMCJ,53.14,32733,2026-01-27 23:44:00
TXN_4173,ZJ7SVINK,51.15,36247,2026-03-14 14:49:00
TXN_BAD_6357,INVALID_VIN,50,20000,2026-04-10 10:00:00
TXN_1781,1A61IGOS,120.43,32996,2026-03-24 04:49:00
TXN_4223,EAC3K4RU,123.24,43584,2026-01-21 19:14:00
TXN_4161,Q2MS4SX4,63.81,49018,2026-02-25 11:10:00
TXN_4707,07RVG94L,116.32,15852,2026-01-06 09:08:00
TXN_3181,FTTAFE0W,81.47,38122,2026-03-08 20:31:00
TXN_926,PMLA1MKV,149.25,29307,2026-01-02 02:23:00
TXN_4043,9OMJI97A,93.38,35459,2026-04-17 01:42:00
TXN_4205,DK6NU5G4,50.19,20001,2026-03-01 07:06:00
TXN_4256,QCEXBNZL,37.1,24828,2026-02-11 18:04:00
TXN_2218,H310S0NY,104.08,15704,2026-04-18 11:19:00
TXN_714,T7QQH4B6,85.95,46572,2026-03-07 13:56:00
TXN_2033,7406HTTN,55.91,41664,2026-03-25 22:54:00
TXN_953,51O36SKR,148.78,12758,2026-04-03 16:03:00
TXN_3838,4SX62VQJ,26.59,40147,2026-03-25 09:29:00
TXN_BAD_6759,INVALID_VIN,50,20000,2026-04-10 10:00:00
TXN_2646,VSJ65H2G,71.66,42754,2026-02-05 14:26:00
TXN_2643,P5YNLKAQ,133.98,37515,2026-01-23 06:29:00
TXN_4874,JCX5M9M0,-10,44397,2026-01-05 23:47:00
TXN_2604,57FS1998,75.68,29374,2026-01-28 04:14:00
TXN_2390,KZH5CJKU,142.89,40197,2026-04-22 19:26:00
TXN_909,OMHBCM9O,144.85,49841,2026-03-23 09:31:00
TXN_311,C26184ER,0,46468,2026-01-25 18:55:00
TXN_2384,DH4U9BQL,46.44,16789,2026-01-24 12:54:00
TXN_4661,E2KO433D,59.2,43451,2026-03-18 22:39:00
TXN_1558,N14PVRLX,133.95,38998,2026-04-28 18:27:00
TXN_2434,PCH4A5NN,58.85,36440,2026-04-25 07:23:00
TXN_3022,FGFZHSQH,117.51,41916,2026-04-23 22:10:00
TXN_4211,CZC04CQ2,,48014,2026-04-25 09:17:00
TXN_3974,ETGAW13S,50.92,28995,2026-01-26 01:10:00
TXN_583,LRT3T6S6,31.07,41758,2026-03-10 10:11:00
TXN_2446,86Z0VQEQ,112.76,17804,2026-01-15 09:37:00
TXN_11,YDSPML3K,61.91,20097,2026-04-20 17:58:00
TXN_3384,06U47C9Q,141.31,48754,2026-02-27 11:47:00
TXN_1387,V6WDRSHS,23.07,13223,2026-01-14 13:08:00
TXN_4128,GM8KAW77,67.8,15112,2026-02-02 18:13:00
TXN_2926,SD3N2GCC,62.73,19964,2026-01-17 13:02:00
TXN_1376,ST3BM8Y0,47.7,21984,2026-01-03 18:46:00
TXN_1658,6U9JRD0I,132.88,49622,2026-03-08 21:08:00
TXN_4302,JCSHW2BO,75.1,12672,2026-02-24 12:34:00
TXN_3229,IJ7RR84N,95.9,13291,2026-04-20 02:53:00
TXN_1405,HZDA78R4,89.18,49475,2026-01-28 05:14:00
TXN_723,EGSMWIBP,26.15,18312,2026-01-21 02:56:00
TXN_412,2EZQVYDY,52.57,46905,2026-04-09 11:20:00
TXN_1075,K5CW0FRM,81.83,38669,2026-02-26 16:35:00
TXN_3956,W84Q07AA,42.56,45346,2026-02-09 21:23:00
TXN_1823,ZMQ9IOWE,107.72,38498,2026-04-10 00:15:00
TXN_1168,1XJI95JH,83.17,13993,2026-01-28 03:27:00
TXN_555,VG7AJ61U,139.7,29237,2026-04-03 04:01:00
TXN_289,K6UG5RZH,103.94,37623,2026-02-12 19:30:00
TXN_3828,SMIOXV7G,28.73,27275,2026-01-21 23:11:00
TXN_2962,OFEBCT2H,100.42,42534,2026-04-03 07:27:00
TXN_1671,5BASIXOA,40.64,30171,2026-02-03 16:17:00
TXN_45,GDFMFMON,66.5,41751,2026-04-16 20:38:00
TXN_2987,0RTH1OP6,45.05,17644,2026-05-01 06:02:00
TXN_129,FAL1D25P,149.41,35009,2026-01-21 04:53:00
TXN_3675,198VI7UH,68.21,31476,2026-04-24 09:49:00
TXN_4931,N8JARYRK,147.43,42646,2026-03-20 12:38:00
TXN_2009,86IQ5CKI,75.05,12819,2026-03-27 16:24:00
TXN_1894,O4U6RCU2,34.07,32711,2026-02-08 21:46:00
TXN_370,0CTDTY9Q,108.51,25791,2026-02-27 03:17:00
TXN_4944,IIYKBGFB,141.19,33396,2026-01-14 15:50:00
TXN_3402,W2SSCT0D,109.92,16425,2026-04-14 07:42:00
TXN_4346,ZO1Y7KXX,48.39,34808,2026-02-24 14:11:00
TXN_4102,GDEYEPLZ,99.85,23978,2026-01-08 20:47:00
TXN_1883,OSZ29O94,72.29,28274,2026-04-25 00:58:00
TXN_2670,TDDLVTTF,75.4,13479,2026-01-25 12:59:00
TXN_1859,CJZCQJO6,52.03,15279,2026-02-20 17:14:00
TXN_4262,DOK2PLH5,52.05,47048,2026-03-05 17:16:00
TXN_4131,AIXOIJK1,24.02,30165,2026-03-29 02:33:00
TXN_4567,6F2CMI70,109.09,11941,2026-04-30 20:50:00
TXN_2031,KXAG3Q6A,83.27,38547,2026-02-13 11:37:00
TXN_663,GMCNVWKT,92.27,37495,2026-03-14 21:05:00
TXN_2756,DGJTDWOP,36.81,32685,2026-02-02 22:25:00
TXN_4468,IAX8H7KK,54.98,34239,2026-01-26 19:54:00
TXN_3635,IYNOXM6A,89.88,15667,2026-01-01 10:07:00
TXN_4488,5UGLYAC9,131.32,17498,2026-01-05 12:52:00
TXN_811,BEDZE5S1,63.66,15094,2026-01-25 05:12:00
TXN_4351,NY2GEBY7,86.54,23317,2026-01-31 17:15:00
TXN_2394,HBE68BVZ,105.24,49586,2026-04-07 12:40:00
TXN_1432,A1Z26FSC,-10,12359,2026-03-20 00:18:00
TXN_3837,ZCZDURKP,74.26,20009,2026-01-27 04:07:00
TXN_4162,GA3WWJW0,68.01,13427,2026-03-16 08:50:00
TXN_2889,R61ZN7RP,126.6,43117,2026-01-20 14:14:00
TXN_210,1VSB04CA,111.32,17749,2026-02-16 01:41:00
TXN_1226,MON6I278,28.52,31024,2026-04-07 01:36:00
TXN_1299,48ABSPO1,142.76,38899,2026-01-24 23:41:00
TXN_1205,OIRYK94U,90.08,32533,2026-02-07 18:58:00
TXN_4197,C0LZUK74,64.59,18889,2026-04-15 23:29:00
TXN_3559,86O4MHTQ,112.64,29939,2026-03-19 18:46:00
TXN_846,CNZHOA2M,72.2,45226,2026-04-19 11:07:00
TXN_4652,V1XG8AZB,57.37,12049,2026-01-25 21:06:00
TXN_96,YRQCCP1A,104.42,41586,2026-04-28 20:51:00
TXN_1565,G38512M6,77.1,49004,2026-04-14 23:23:00
TXN_3668,NWHRYG0E,80.93,47592,2026-01-19 22:09:00
TXN_2584,1DXOEO2T,74.24,33792,2026-01-16 13:25:00
TXN_4405,PZ5N6ODR,42.56,41722,2026-03-13 23:33:00
TXN_1137,7Q3KA9B8,43.57,26083,2026-02-04 10:08:00
TXN_801,4UUNIMY2,119.89,21954,2026-02-05 06:49:00
TXN_1291,J0YVFDF0,79.86,45466,2026-02-16 03:16:00
TXN_2984,JXJ9Q69U,72.77,40107,2026-01-20 23:10:00
TXN_2521,03RK8FMA,142.13,43218,2026-04-06 03:21:00
TXN_4502,39IUYPJ2,39.21,25227,2026-04-16 21:48:00
TXN_3682,HRZ1UVFN,22.16,50309,2026-02-11 15:26:00
TXN_4249,277TDUJZ,38.09,43771,2026-01-17 23:21:00
TXN_4923,HS3FT20O,148.43,45888,2026-03-09 06:31:00
TXN_4276,JOYEQX2C,113.67,12314,2026-01-12 13:41:00
TXN_3712,XVNMRUWU,40.37,26875,2026-03-08 11:11:00
TXN_3322,54CODVJC,113.1,42189,2026-04-13 01:42:00
TXN_4178,ET1Q9WD7,87.1,15929,2026-01-18 16:05:00
TXN_4735,S61D6RS8,126.66,48879,2026-03-27 06:02:00
TXN_724,FDMZRXEM,133.63,41943,2026-01-04 06:46:00
TXN_3391,GU0KR1U9,23.28,36055,2026-03-02 05:36:00
TXN_294,ARUCBVRK,80.65,10807,2026-02-10 12:34:00
TXN_4466,B8JMO4JF,46.48,31632,2026-01-19 06:40:00
TXN_2958,9OGUVM5O,137.6,22733,2026-01-13 12:23:00
TXN_2922,DW977729,23.36,48520,2026-02-09 22:14:00
TXN_1473,4PKTVUOM,77.84,36560,2026-04-19 16:52:00
TXN_676,HKLX71JN,35.05,35000,2026-02-26 12:45:00
TXN_1880,8M89PT0D,43.01,16245,2026-04-17 21:25:00
TXN_4486,NHVIQF7L,136.44,45813,2026-03-06 08:06:00
TXN_607,8PPVARAE,51.66,37574,2026-02-13 02:47:00
TXN_166,IZFLULS4,116.27,27574,2026-01-27 20:44:00
TXN_4517,P11OHTFL,26.59,25744,2026-03-18 13:40:00
TXN_2438,9QJPUXXY,45.34,16003,2026-02-14 14:09:00
TXN_4965,8XJIWML5,142.26,21651,2026-03-13 16:09:00
TXN_139,6R152DR6,139.18,42350,2026-01-09 03:13:00
TXN_1891,L22ZCVT5,81.72,33210,2026-03-12 08:12:00
TXN_1642,V35JHWRO,80.33,44996,2026-04-25 01:59:00
TXN_2144,B85M7BK2,80.05,39982,2026-04-03 19:54:00
TXN_1036,DGBVO6QJ,31.59,15736,2026-02-27 08:57:00
TXN_4868,UZPZ4N38,133.51,38311,2026-03-19 14:11:00
TXN_1041,UQ5EY1KM,89.0,12752,2026-01-11 16:49:00
TXN_1331,F2TNZBJ0,57.36,38451,2026-04-30 19:11:00
TXN_1253,Q7VTYVJC,73.25,33700,2026-01-03 15:40:00
TXN_4859,O850ZS2E,-10,37942,2026-04-30 05:28:00
TXN_1391,5J0I23YB,64.54,24488,2026-01-30 07:33:00
TXN_2582,6I8KMSIN,21.93,18953,2026-03-19 07:09:00
TXN_1540,RVZ0ARSE,74.65,12890,2026-01-20 14:49:00
TXN_4942,3KZ675T2,40.72,30852,2026-05-01 01:27:00
TXN_3136,7WYTQRX7,102.44,33762,2026-04-09 11:08:00
TXN_4215,DDN4UMMV,62.38,32673,2026-04-15 20:03:00
TXN_527,5SW7HHNL,35.4,18788,2026-01-02 21:47:00
TXN_1711,28IABS9T,93.05,38483,2026-01-29 12:33:00
TXN_2877,Q8KBESK1,84.67,48369,2026-01-28 17:52:00
TXN_257,USHUATR1,56.03,26002,2026-02-10 01:07:00
TXN_4248,EL62TX5H,77.39,29253,2026-04-19 20:17:00
TXN_125,YFCMD8WK,94.55,23107,2026-01-04 14:35:00
TXN_423,7M9Q9051,149.34,17899,2026-02-05 11:02:00
TXN_1100,KTWEW1X2,27.15,39373,2026-04-05 08:00:00
TXN_4411,KP791YE4,92.67,15225,2026-01-21 08:55:00
TXN_3125,B9RYJB1W,122.99,49772,2026-02-09 20:15:00
TXN_3275,Z8K5ORDA,79.93,36993,2026-01-26 08:21:00
TXN_474,2KULOEBK,54.1,21510,2026-04-04 22:13:00
TXN_3134,7X0BNIYN,141.61,31188,2026-02-10 13:58:00
TXN_1231,O0FD3F8Q,139.12,24406,2026-04-17 10:00:00
TXN_3372,GI2MZ2DF,126.88,33796,2026-03-21 07:38:00
TXN_3333,J0WW5K6Q,122.68,23485,2026-03-17 03:49:00
TXN_3994,C6FFCDE4,147.71,44753,2026-02-07 09:59:00
TXN_4199,G366NJAU,119.36,26621,2026-03-04 06:20:00
TXN_3849,IOS6LKA7,85.07,14504,2026-01-05 03:12:00
TXN_265,8945R7EU,137.74,24557,2026-02-11 15:04:00
TXN_2214,L0CSBR2U,134.87,47180,2026-01-27 17:04:00
TXN_2236,O9OUSBB8,38.41,20232,2026-03-24 08:06:00
TXN_1543,0MUWC7HH,128.33,42051,2026-04-09 08:25:00
TXN_12,U3SYCSGO,138.37,32749,2026-03-22 02:31:00
TXN_4452,J2JAX4YZ,136.43,10806,2026-04-11 16:10:00
TXN_690,H9K0JHF8,77.26,10412,2026-03-29 06:51:00
TXN_3220,JGV393Y9,106.6,43699,2026-01-25 16:02:00
TXN_2581,6JJGWVF2,86.02,48272,2026-02-10 05:10:00
TXN_255,UAKBQ0ED,51.27,36527,2026-04-11 20:07:00
TXN_2246,5R3M18A1,59.4,21557,2026-02-26 23:06:00
TXN_4271,EBD2WTOJ,52.25,26215,2026-03-18 08:09:00
TXN_463,1W8F1RU2,132.55,39785,2026-02-07 22:51:00
TXN_2254,0DA4TK0F,117.83,22388,2026-02-25 22:53:00
TXN_4322,BG7KJEXF,104.13,24184,2026-03-13 07:25:00
TXN_686,DIXZNUAQ,97.62,15823,2026-02-21 13:36:00
TXN_3334,7NZLFI29,40.1,32843,2026-04-26 13:28:00
TXN_652,5GFVXWO6,52.19,23533,2026-04-10 17:44:00
TXN_902,QZL9JZ9W,50.12,40304,2026-03-01 21:42:00
TXN_2244,S5Q05H48,145.6,24982,2026-02-19 11:04:00
TXN_4783,KKDIHPZM,44.33,27208,2026-01-15 04:37:00
TXN_1091,5TL4UMIJ,76.92,34324,2026-01-15 22:09:00
TXN_2903,LUM1HDHJ,55.34,44529,2026-04-11 17:41:00
TXN_2698,F9U32ZHU,90.34,31130,2026-03-12 03:37:00
TXN_1398,OKG65BLL,52.96,20300,2026-01-31 17:41:00
TXN_774,Q1UIV23J,111.57,28089,2026-03-23 13:35:00
TXN_2733,XH9BBUB1,39.83,20275,2026-01-02 20:08:00
TXN_1598,CYYT7HL1,69.17,44989,2026-03-14 14:46:00
TXN_3732,RY1ZJX67,45.08,43515,2026-01-25 02:22:00
TXN_1210,7R4X972Q,101.16,40291,2026-01-15 22:57:00
TXN_1060,1MPHB7DJ,70.86,45287,2026-03-17 21:07:00
TXN_1900,WMZ85Y0N,68.64,45958,2026-03-06 10:16:00
TXN_1564,ZIYOX4YT,122.49,26186,2026-04-23 18:48:00
TXN_3312,CP75CP0X,27.2,18003,2026-01-25 04:12:00
TXN_2017,LH891NEP,24.1,47981,2026-04-15 06:33:00
TXN_4731,7KYMJC2F,105.99,39061,2026-01-05 20:16:00
TXN_4975,G5C1XELG,51.04,23000,2026-02-15 01:41:00
TXN_3099,9UYM5PRJ,35.9,28739,2026-02-05 20:57:00
TXN_1603,A17VHI5E,89.5,23657,2026-01-13 02:38:00
TXN_1588,LD4C5LJB,141.25,20493,2026-02-12 20:29:00
TXN_2445,DT0ROE1S,126.82,34339,2026-03-24 19:18:00
TXN_4508,MMELNNFL,23.58,17495,2026-02-15 16:15:00
TXN_4678,0SJSWG7M,28.61,32370,2026-03-01 19:17:00
TXN_4695,YCBV067D,,21895,2026-02-26 08:19:00
TXN_3613,0UESE6U3,121.32,35331,2026-03-14 03:59:00
TXN_455,VWC9RWWT,26.97,45109,2026-02-21 22:33:00
TXN_4834,IFBCMWL9,73.12,42265,2026-03-15 20:09:00
TXN_875,ALZSKI1N,128.71,28683,2026-03-05 11:39:00
TXN_3529,JGWS9PD6,30.67,30670,2026-02-18 03:12:00
TXN_531,38D5HR0A,99.85,29377,2026-02-11 02:42:00
TXN_4430,DUVPN73M,87.47,12477,2026-01-25 04:58:00
TXN_4872,0LNRUFWC,148.44,20912,2026-03-16 20:07:00
TXN_82,WAJL1AXO,48.91,40387,2026-03-02 21:46:00
TXN_3323,3B3JJ39B,134.03,43933,2026-02-02 08:51:00
TXN_1027,694WLT1A,133.28,11300,2026-04-24 05:56:00
TXN_1934,JPNJVC9S,134.3,18152,2026-05-01 04:42:00
TXN_1193,JQ49QGER,130.46,34812,2026-04-02 17:52:00
TXN_4238,VPJN6TJH,36.15,23976,2026-01-14 05:27:00
TXN_1745,XVKF26ZE,75.46,24944,2026-02-18 12:26:00
TXN_2020,DTYA3Y9Y,77.34,42538,2026-04-23 04:40:00
TXN_1634,H2YBES2X,107.58,38971,2026-04-04 21:46:00
TXN_258,JCDKZKDZ,39.7,49742,2026-02-04 00:04:00
TXN_1478,IKFGLOYC,114.22,15265,2026-04-14 12:33:00
TXN_938,DUTPFDWR,80.55,15544,2026-01-06 07:23:00
TXN_543,E5XLXLUX,134.76,14320,2026-05-01 21:35:00
TXN_1066,XCG03K04,116.61,40143,2026-02-26 00:41:00
TXN_4951,YBY322R3,113.48,36550,2026-02-17 03:45:00
TXN_4450,M9NE5MC2,20.38,46204,2026-01-28 07:47:00
TXN_3283,7OCUC32A,146.16,14336,2026-04-10 12:21:00
TXN_1396,T0D4PRNH,124.11,25046,2026-04-29 01:57:00
TXN_2722,EOFCCRYK,132.72,17211,2026-03-22 18:08:00
TXN_1344,MTG7TI4N,109.62,49818,2026-04-02 05:17:00
TXN_3242,ULR6N4PL,70.51,15327,2026-04-06 04:48:00
TXN_186,J08Y7ULQ,53.71,11656,2026-01-24 09:06:00
TXN_1665,VV0C2BXW,120.41,38874,2026-01-23 23:08:00
TXN_519,I4IJO5YK,130.32,18843,2026-01-26 04:14:00
TXN_4897,FUUIIUG9,83.89,47174,2026-01-29 12:08:00
TXN_1374,W7WEXJZM,26.0,47705,2026-03-16 18:45:00
TXN_3271,ID94D6A9,118.37,41186,2026-01-19 08:21:00
TXN_1317,YHSKKA90,20.46,20123,2026-04-06 21:25:00
TXN_2743,MHMNQLHS,42.82,47429,2026-04-18 13:02:00
TXN_3137,XD5K7UBS,104.11,46365,2026-05-01 10:04:00
TXN_1062,6DGEGU37,120.22,41023,2026-01-13 14:36:00
TXN_858,MPCREGRQ,57.91,43598,2026-01-16 01:09:00
TXN_2298,ZS66LJD8,147.71,19810,2026-01-23 23:31:00
TXN_1363,00QBB9MG,118.55,45145,2026-03-31 15:35:00
TXN_243,37RIG9B1,105.52,21513,2026-03-27 14:08:00
TXN_822,FL4WEFIQ,83.27,33007,2026-04-13 02:01:00
TXN_3154,4I6318R8,98.59,21785,2026-01-10 23:20:00
TXN_3379,KRPBVDNJ,100.86,39067,2026-01-05 10:17:00
TXN_2385,UK51AY2J,124.45,36590,2026-03-21 14:00:00
TXN_4426,D3ZOQQ7C,102.09,22487,2026-04-20 01:54:00
TXN_3548,GWQWMOJD,110.19,16899,2026-03-28 15:25:00
TXN_2998,XT2PRV1G,147.27,42786,2026-02-13 02:26:00
TXN_839,U5FBROVV,118.2,20279,2026-02-04 12:14:00
TXN_4785,IKAMHX6T,121.51,12752,2026-05-01 20:00:00
TXN_1150,NTRFWPGK,34.22,47979,2026-04-02 07:51:00
TXN_2863,MR396BJI,126.93,23795,2026-03-24 04:33:00
TXN_1972,VBKDGL6R,39.25,38010,2026-04-08 05:01:00
TXN_392,1LLBJKTM,61.52,24092,2026-01-10 20:38:00
TXN_1908,A5UV9IMO,84.41,20375,2026-04-21 09:01:00
TXN_3925,T3PO7H4P,108.27,12723,2026-02-23 05:48:00
TXN_3538,EI0UM6YF,65.87,18664,2026-03-26 18:07:00
TXN_4048,BU4VRBI7,132.49,25322,2026-04-20 21:41:00
TXN_3381,EE6N2K26,145.65,48124,2026-03-11 23:11:00
TXN_1095,NEMCK5C8,129.97,10485,2026-04-24 06:11:00
TXN_4380,J6DS9D34,62.26,32485,2026-03-08 15:27:00
TXN_1270,NSY3G9LH,105.94,34180,2026-02-02 09:51:00
TXN_576,FBLBY9DF,66.86,10479,2026-02-02 04:32:00
TXN_3444,KPO27T6J,30.68,35488,2026-04-18 23:38:00
TXN_3324,0FPV8I85,79.33,38182,2026-03-03 02:36:00
TXN_3464,SQOSF5HD,42.1,11074,2026-03-09 22:39:00
TXN_3891,DD0NDZPD,139.3,44199,2026-01-09 10:43:00
TXN_342,VFC7F2ZE,47.22,24245,2026-01-01 21:26:00
TXN_3101,T0J2EFBN,83.78,41300,2026-02-10 04:47:00
TXN_1447,JFGGUOQK,127.79,27617,2026-04-14 23:58:00
TXN_1863,6Z03AFQ7,122.66,16412,2026-01-03 00:16:00
TXN_4798,IJJGLFWU,119.31,28077,2026-01-24 14:33:00
TXN_1755,LM8XB20F,67.08,18449,2026-04-29 12:43:00
TXN_1574,JSZ36B70,77.62,27149,2026-04-30 09:03:00
TXN_2060,GY3V5S7Q,77.43,47087,2026-01-23 14:11:00
TXN_4704,E62FVOFT,126.43,31152,2026-04-10 15:49:00
TXN_4542,2TD5EGPF,46.2,26463,2026-01-21 13:16:00
TXN_1303,NZLQJRZ9,37.68,10552,2026-02-27 08:02:00
TXN_1067,4F8IH4QS,87.38,33507,2026-01-07 07:32:00
TXN_2895,NGA8TA8R,117.59,30320,2026-03-07 02:50:00
TXN_974,S3GO84QB,108.91,36657,2026-03-07 23:22:00
TXN_4590,GC6QAE71,110.64,29350,2026-03-22 11:44:00
TXN_3252,502DC12K,117.06,16511,2026-04-26 06:03:00
TXN_197,HAEFRNOA,40.1,18752,2026-01-02 06:28:00
TXN_4679,IFSDLDJC,44.7,15582,2026-01-20 03:39:00
TXN_3823,HYVP79IG,35.49,22509,2026-01-25 03:45:00
TXN_4866,80KMMEKW,116.44,26011,2026-02-10 09:00:00
TXN_4966,ZFARODXN,148.62,11903,2026-04-13 18:48:00
TXN_2410,CN08UHI6,97.76,49258,2026-01-27 19:16:00
TXN_4118,CE24VIK6,71.82,27776,2026-03-17 07:52:00
TXN_3658,HQVUL8SK,65.76,20124,2026-01-23 02:32:00
TXN_8,2SJ1GD2V,78.16,46475,2026-03-10 10:11:00
TXN_3593,GNKJDSDD,74.2,11411,2026-02-18 17:21:00
TXN_560,82A93KO4,84.63,38576,2026-01-24 21:12:00
TXN_81,B1654CRS,33.83,30103,2026-04-27 11:35:00
TXN_4471,X1WMCB44,105.67,47425,2026-01-18 23:56:00
TXN_1282,2Q7LLVE7,33.23,15836,2026-01-07 11:48:00
TXN_3546,YRB8I1AQ,24.46,49767,2026-03-20 15:11:00
TXN_371,0BY7ZL40,59.5,48229,2026-01-11 11:12:00
TXN_3128,4HAUIQ4Q,123.65,32968,2026-01-22 22:25:00
TXN_4399,KP5BOHXY,135.84,32800,2026-04-12 02:28:00
TXN_1902,U0V3D08O,143.68,42301,2026-03-08 18:35:00
TXN_3576,SXB2L0LW,39.28,23735,2026-03-02 16:52:00
TXN_1390,ZOY571D6,46.82,40877,2026-04-17 06:35:00
TXN_2436,LUTTYWGH,79.21,40253,2026-04-17 02:44:00
TXN_2377,MIZV9GWQ,37.03,13953,2026-01-18 17:04:00
TXN_3942,QKDEXHUJ,139.3,11823,2026-02-19 12:34:00
TXN_3537,568LR806,45.07,26762,2026-03-13 14:52:00
TXN_2652,G3VE1OPS,79.99,20738,2026-02-24 21:13:00
